sentence,language
عیراق : ناڕەزایی و دێموکراسی و ئۆتۆکراسی مارینا ئۆتۆوای و دانیال ئەناس قەیسی 29 / 3 / 2011 هەرچەندە عێراق بەپێی ناسنامەی میدیای ئەمریکی بریتییە لەسیستمێکی دێموکراسی ، بەلام وادەرکەوت کە عێراق هیچ جیاوازییەکی نییە لەگەلا ولاتانی,Kurdish
بەهەڵبژاردنی ئەنجومەنی پارێزگاکان ، ئاڵۆزییەکان هێوردەبنەوە هەروامان کامەران 29 / 3 /,Kurdish
هەبوونی ئیرادە بنەمای چاکسازییە حەیدەر مستەفا 30 / 3 / 2011 بەڵی زۆربەمان باس لە ( گۆڕان و چاکسازیی ، شەفافییەت و گەندەڵی ، دەوڵەتی موئەسسەساتی ( دامەزراوەیی ) ، حکومەتی ئەلیکترۆنی ، هاووڵاتیبوون ) و گەلێک,Kurdish
وڵاتانی هاوپەیمان لەکۆنفرانسی لەندەن : قەززافی دەبێت بڕوات سەردار جەعفەر لەئاژانسەکانەوە ئامادەی کردووە 30 / 3 / 2011 سەرانی 40 وڵاتی جیهان ، لەمیانەی دانیشتنێکدا کە ڕۆژی,Kurdish
دانیشتنی دەسەلات و ئۆپۆزیسیۆن سەرتیپ جەوهەر 31 / 3 / 2011 ماوەی چەند ڕۆژێکە لێرەوی دانیشتنی سیاسی بووە لەنێوان لایەنەکانی کوردستان ، یەکێتی و پارتی بەجیا لەگەڵ لایەنەکانی دیکە کۆبوونەتەوە بۆ ڕێککەوتن لەسەر سیغەیەکی هاوبەش بەمەبەستی کۆتایی هێنان بەم بارودۆخە ، ڕاستییەکەشی,Kurdish
هەندێک کەس بۆ نیشانەیان لەد . بەرهەم ساڵح گرتووە ؟ سەرهەنگ قادر 31 / 3 / 2011 دوای ئەوەی,Kurdish
شوێنکاری ژینگەی سروشتی لەسەر مرۆڤ د . سدیق شێخ مەحمود بەرزنجی 2 / 4 / 2011 2 - 2 لەبواری نەخشەدانانی ئاوەدانکردنەوەدا حەتمییەتی خۆسەپاندنی پلەی گەرمی زۆر ڕوون,Kurdish
بۆچی خۆپیشاندان لەهەولێر ڕووی نەدا ؟ کوردستانی نوێ 2 / 4 / 2011 ئەمە یەکێکە لەو پرسیارانەی بەبەردەاومی دەکرێت نەک بەتەنها لەسلێمانی ، بەڵکو,Kurdish
لە پایتەختەوە سمکۆ عەبدولکەریم 3 / 4 / 2011 ئێستا زیاتر ئاماژەکان دەرکەوتوون ، ئێستا هەموومان باشتر ئەو ڕووداوانە دەبینین کە ڕۆژانە لە شەقامەکانی کوردستاندا ڕوودەدەن ، ئێستا بەرچاوی هەموومان ڕوونترە بۆ ئەوەی بە جورئەتتر و ڕاشکاوانەتر قسە لەسەر خۆپیشاندانەکان بکەین . ئەگەر تا دوێنی,Kurdish
ڕاپۆرتەکەی گرووپی قەیرانی نێودەوڵەتی ، چیمان پێ دەڵێت ؟ مەشخەڵ کەوڵۆسی 3 / 4 / 2011 گرووپی قەیرانە,Kurdish
ئەنجامی مامەڵەی دوو سەرە چی دەبێت ؟ محەمەد کەریم,Kurdish
چاکسازیی و گۆڕان ؟ ڕەحمان عەلی 4 / 4 / 2011 خۆپیشاندانەکانی کوردستان,Kurdish
گۆڕان گۆشتەکەشی ئەوێ ! لاوەند,Kurdish
14 ساڵە پێدەکەنین یونس حەمەد 5 / 4 / 2011 د . شێرکۆ عەبدوڵڵا باشکاتبی گۆڤاری سیخورمەیە ، لەماوەی 14 ساڵی ڕابردوودا ڕێگری زۆر هەبووە لەدەرکردنی گۆڤارەکەدا ، ئەو ڕێگرییانەی کە باشکاتبی گۆڤارەکە باسی دەکات جگە لەمەسەلە کۆمەڵایەتییەکان و ئەو سنوورانەن کە لەبەردەم,Kurdish
ئیتر هاووڵاتیانی سلێمانی سەبری ئەیوبیان نییە چیا هاوار 5 / 4 /,Kurdish
گۆڕان لەسەردەمی دابڕان و موراجەعەت نەکردنی دیالۆگدا ڕاپۆرتی هەواڵ و سیاسەت 5 / 4 / 2011 ئەگەر بەوردی چاودێریی سیاسەتی حیزبی گۆڕان بکرێت لەپێش ڕووداوەکانی 17 / 2 بەگشتی و,Kurdish
ئاستەنگ ، گرفتەکان و ئەڵتەرناتیڤەکانی ئەنوەر حوسێن ( أ . بازگر,Kurdish
نزیکەی 150 ئاسکەکێوی لەسنوری سەنگاودا هەن هەردی ئەبوبەکر 7 / 4 / 2011 ئاژەڵە کێویەکان بەشێکی گرنگن لەسروشت و جوانییەکی بێ ئەندازەیش دەبەخشن بەدەشت و چیاکان ، لەزۆربەی ولاتانیشدا گرنگی زۆر دراوە بەژیانی,Kurdish
حکومەتی عێراق داوادەکات داڕشتنی پێنج یاسا دوابخرێت ئاژانسەکان 7 / 4 / 2011 ئەنجومەنی وەزیرانی عێراق بەنووسراوێکی ڕەسمی داوای لە ئەنجومەنی نوێنەران کردووە کە بەوریاییەوە مامەڵە لەگەڵ داڕشتنی پێنج یاسا بکەن و پەلەی تێدا نەکەن کە بریتین لەیاساکانی دەستەی نەزاهە ، دیوانی چاودێریی دارایی ،,Kurdish
بەردەرکی سەرا لەڕۆژی یەکەمی خۆپیشاندانەوە تا ئێستا ئەحمەد عارف 8 / 4 / 2011 هەڵبەتە کورد نزیکەی سەدەیەک دەبێت بەهەزاران شەهید و قوربانی و ئەنفال و کیمیابارانی داوەو,Kurdish
سەدان ئەندامی حیزبی گۆڕان مووچە لەحکومەت وەردەگرن و باسی گەندەڵیش دەکەن هەواڵ و سیاسەت 8 / 4 / 2011 ڕۆژی 3 / 3 / 2011 حکومەتی,Kurdish
ئەوهەڵۆ سوورانەی هەرگیز نانیشنەوە وصفیە بەنی وەیس 10 / 4 / 2011 ڕژێم ڕوخاو سەدام نەما ، تەنیا ئەم دوو وشەیە بەس بوون بۆئەوەی دنیایەکی شاراوەی بیرەوەری هەریەکە لەئێمە جارێکیتر لەسەر شاشەی بیرو هۆشماندا وەک فیلمێکی سینەمایی بەبەرچاوماندا بکەوێتە هاتووچوون ،,Kurdish
بۆ بێدەنگن ؟ ! سەرتیپ جەوهەر 10,Kurdish
( عەسکەرو ڕۆماننووس ) د . ئەرسەلان بایز 10 / 4 / 2011 تێگەیشتنێکی گشتی بۆ زاراوەی ڕووناکبیر هەیە ، بەلام پێناسەیەکی ئاسانی نییە کەهەموو شارەزایان لەسەری کۆک بن . ( سارتەر ),Kurdish
ئەجێندای سیاسی هەڕەشە لەداخوازی ڕەوای هەڵەبجەییەکان دەکات کوردستانی نوێ 11 / 4 / 2011 لەبەرنامەی لێکدانەوەی دۆسیەی هەفتانەی سەتەلایتی گەلی کوردستاندا هاتووە خۆپیشاندان لەهەموو جیهاندا ، مافێکی ڕەوایەو یەکێکە لەپرنسیپەکانی دێموکراسی و هەر داخوازییەک لەرێگەی,Kurdish
کە بەشداریی حکومەت نابن بۆ داوای هەڵوەشاندنەوەی دەکەن ؟ هەواڵ و ڕاپۆرت 11 / 4 / 2011 لەچەند ڕۆژی,Kurdish
دێموکراسی و,Kurdish
بەهاکانی سیستمی فێرکاریی هۆمەر قەرەداغی * 12 / 4 / 2011 ئەگەر بمانەوێت سیستمی فێرکاریمان بگەیەنینە ئاستێکی بەرزی پڕ بەهای ڕووناک دەبێت,Kurdish
ئەو گۆمە سیاسییەی ڕابێرت گەیتس شڵەقاندی !,Kurdish
پەرلەمان پڕۆژەیاسای سندوقی پشتگیریی پڕۆژەی بچووکی بۆ گەنجان پەسەندکرد کوردستانی نوێ 12 / 4 / 2011 دوێنێ 11 / 4 / 2011 ، لەکۆبوونەوەی ئاسایی پەرلەمانی کوردستاندا پڕۆژەیاسای سندوقی پشتگیریی پڕۆژە بچووکەکان بۆ گەنجان پەسەندکراو بڕیارە ئەمڕۆش 12 / 4 ، کۆبوونەوەیەکی دیکەی پەرلەمان بەڕێوەبچێت . لەکۆبوونەوەکەدا,Kurdish
حکومەتی ئینتیقالی بۆ دۆخی ئیفترازی سەربەست جیهاد 13 / 4 / 2011 لەماوەی مانگێکدا ئۆپۆزسیۆن دوو تەرحی هەڵوەشاندنەوەی حکومەتی شەرعی هەرێمی کوردستانی کردووە ، لەتەرحی یەکەمیاندا داوای حکومەتێکی یەکێتی,Kurdish
سێ پڕۆژەی کۆمەڵگەی پیشەیی دروستدەکرێت هەولێر ، فەتاح حەسەن قەلاتی 13 / 4 / 2011 ئەندازیار سەروەت مستەفا بەڕێوەبەری گشتیی بیناسازی لەوەزارەتی پەروەردەی هەرێمی کوردستان بەکوردستانی نوێ - ی ڕاگەیاند : لەئێستادا کار لەسەر دانانی دیزاین و ئەنجامدانی,Kurdish
ئەسپ و قوڕ و گۆشتی برژاو د . شێرکۆ عەبدوللا 14 / 4 / 2011 وەلەو تەلەفزیۆنی ئێستا,Kurdish
تێگەیشتن لە قەیران لە ڕوانگەی زانستی کۆمەڵایەتییەوە سەلاح نەقشبەندی 14 / 4 / 2011 زانستی کۆمەلایەتی گرنگیداوە بەلێکۆڵینەوە لەو قەیرانانەی توشی بنیاتی کۆمەلایەتی دەبێت و کاریگەریی لەسەر پەیوەندییە کۆمەلایەتییە باوەکان و کاردانەوەی لەسەر کۆمەڵە جیاجیاکان . گرنگترین بەشدارییەکانی لەدیاریکردنی کاردانەوە,Kurdish
موبارەک و کوڕەکانی و سەفوەت شەریف 15 ڕۆژ بەند دەکرێن سەردار جەعفەر لەئاژانسەکانەوە ئامادەیکردووە 14 / 4 / 2011 تەلەفزیۆنی ڕەسمیی میسر لەهەواڵێکدا ڕایگەیاند کە حوکمی دەستگیرکردنی حوسنی موبارەک ، سەرۆکی پێشووی ئەو ولاتە بۆ ماوەی,Kurdish
مەکتەبی سیاسییش چۆڵ بکەین ستران عەبدوڵڵا 14 / 4 / 2011 جاری پێشوو لەسەر تەسلیمکردنەوەی,Kurdish
خزمەتکردنی گەنج لە کابینەی شەشەمدا ئاکۆ محەمەد - کۆیە 15 / 4 / 2011 گەنج توێژێکی سەرەکی کۆمەڵگە و نەوەی داهاتوو و بونیاتنەری کۆمەڵگەیەکی پێشکەوتوو و مۆدێرنن ، بەلام بەداخەوە بەهۆی ئەوەی ئەم نیشتمانەی ئێمە هەر لەزووەوە,Kurdish
( بەرەو تاریکی . ! ) جەوهەر کرمانج 15 / 4 / 2011 تەمەنم ( 16 ) سالان,Kurdish
بە توێی ژێرکراسێکەوە د . شێرکۆ عەبدوللا 17 / 4 / 2011 لەپەنایەکا وتارێکی نەنوسراویان نیشان دام ، هینی مەسئولێکی حکومەت . وتارەکە دەردەدڵێکی خۆمانەیە و ئەڵێ : لەجامیعەکانا کابرا ئەگەر سی چوار دکتۆراشی لەکیمیا,Kurdish
ئۆپۆزسیۆن خۆپیشاندەران دەکاتە پاپۆڕی فریاکەوتن بۆ گەیشتن بەدەسەلات مەحمود بەرزنجی 17 / 4,Kurdish
پەیوەندیی نێوان عوسمانلی و کورد بەهرۆز گەلاڵی 17 / 4,Kurdish
برایەک بووم نەبووم د . شێرکۆ عەبدوللا 18 / 4 / 2011 چالاکییەکانی هەڵسوڕاوانی عەولەمە وەک چۆن دەرگا دوو تاکییەکەی عادات و تەقالیدیان لە گرێژەنە دەرهێناوە ، ئاواش و بگرە خراپتریش پەند,Kurdish
ئەدیب و سیاسەتمەدارو پرۆفیسۆر شاکر خەسباک : کەسایەتی کورد ڕۆڵێکی بنچینەیی لەتوێژینەوە ئەکادیمییەکانم و ئەدەبەکەمدا هەیە * چاوپێکەوتنی د . فوئاد خورشید و د . جەزا تۆفیق,Kurdish
بانگەشەی ناڕاستەوخۆ لەتورکیا دەستیپێکرد ئاژانسەکان 18 / 4 / 2011 لەنەوەدەکانی سەدەی ڕابردووەوە کە پرۆسەی هەڵبژاردن لەتورکیادا بەڕێوەدەچێت ، لەماوەی بانگەشەدا سەرکردەی حیزب و گرووپە سیاسییەکانی ئەو ولاتە لەگەڕانیاندا بۆ چنینەوەی دەنگی دەنگدەران ، بەشوێن سۆزی خەڵکی ئەو ولاتەوەن کە داخۆ خاڵی لاواز و داواکاریی هەرە لەپێشی ئەو,Kurdish
حەسودیی د . شێرکۆ عەبدوللا 19 / 4 / 2011 حەسوودی بەتەحەمولی کەس نابەم ، بەهینی ئەوانە نەبێت کە زەمانی,Kurdish
ڕاوە ماسی کۆتاییهات هەڵەبجە ، هاوکار محەمەد 19 / 4 / 2011 نقە ، سورە ، بزە و سمێڵە ، دیارترین جۆرەکانی ماسین ، زیندەوەرە وردەکان کەپێیان دەگوترێت ماددە هەڵواسراوەکان خۆراکی سەرەکی ماسییەکانن ، ئەو,Kurdish
هەڵگرتنی بەردی گەورە ، نیشانەی نەهاویشتنیەتی دانا زەندی 19 / 4 / 2011 ئاشکرایە لەم ناوچەیەدا ، خۆپیشاندان بووە بە دیاردەی سەردەم ، لەرۆژنامەکان و کەناڵە جیاجیاکانی ڕاگەیاندنەکانی ناوچەکەو جیهانیشدا ،,Kurdish
بەناوی ئازادییەوە ، ئازادیی شەرمەزار دەکرێت !,Kurdish
دەسەلاتی چوارەم و لەبیرنەکردنی ئەرکەکەی هێمن بیاوێڵەیی 20 / 4 /,Kurdish
پرۆسەی دێموکراسی و ئەرکی نیشتمانی نوخشە ناسح 20 / 4 / 2011 ئەسکەلەی سیستمی ولاتانی سەردەم لەسەر بەرژەوەندیی ئابووری بنیات دەنرێت ، واتە ستراتیژیی ولات پەیڕەوی بەرنامە ئابوورییەکانێتی . ئەم سیستمە لەولاتی پیشەسازیی و پێشکەوتوودا پیادەی دەکەن ،,Kurdish
بەخێربێن بۆ هەرێمی کوردستانی,Kurdish
سەرۆکی حکومەت : ناکرێت مەرام و ئەجێندای حیزبی ، تێکەڵ بەخۆپیشاندان,Kurdish
قیرتاوکردنی ڕێگەکانی کۆیە باش نییە دێدەوانی یەعقوب 21 / 4 / 2011 جگە لەقیرتاوکردنەوەی ڕێگەی,Kurdish
گەڕانەوەی ئەفسانەکانی سیاسەتی کوردی و بێخەمی ئەردۆغان !,Kurdish
کەمال ڕەئوف دەمڕاستی سلێمانییە ؟ محەمەد کەریم 21 / 4 / 2011 کابرایەک دەیهەوێت درۆیەکی شاخدار بکات دەڵێت : ( ئەو ساڵە زستانەکەی زۆر سارد بوو ، پشیلەیەک لەسەربانێکەوە خۆی هەڵدا بۆ سەربانێکیتر ،,Kurdish
وێنەو یادگاریی ناسک هەمزە ( باران ) 22 / 4 / 2011 دەستخۆشی و ڕێزو گوڵباران ئەمانەو چەندان وشەی جوانتر بۆ بەڕێوەبەرایەتی پەروەردەی سلێمانی و ئەو کۆمپانیا بەڕێزەی کە ئەو ئەلبومە جوانەی چاپکردووەو کردویەتی بەدیاری و پێشکەشی خوێندکاران و قوتابیان کراوە ، بۆ نموونە قوتابخانەی (,Kurdish
